id,labels,status,x,y,color
2018-8438-15/08/2019,,Rear End,138.5771299,-34.9367258,black
2018-8439-15/08/2019,,Rear End,138.6425809,-34.7890858,black
2018-8440-15/08/2019,,Rear End,138.5836603,-34.8401959,black
2018-8441-15/08/2019,,Rear End,138.5525265,-34.9327693,black
2018-8442-15/08/2019,,Right Angle,138.5105971,-34.9884717,yellow
2018-8443-15/08/2019,,Rear End,138.5747789,-34.9315911,black
2018-8444-15/08/2019,,Rear End,138.6427362,-34.9429596,black
2018-8445-15/08/2019,,Rear End,138.6539431,-34.7520637,black
2018-8446-15/08/2019,,Right Angle,138.6439282,-34.7593693,yellow
2018-8447-15/08/2019,,Rear End,138.6931987,-34.6898276,black
2018-8448-15/08/2019,,Rear End,138.678562,-34.8375495,black
2018-8449-15/08/2019,,Rear End,138.648296,-34.792547,black
2018-8450-15/08/2019,,Hit Animal,138.8543687,-34.8626535,pink
2018-8451-15/08/2019,,Hit Parked Vehicle,138.4954897,-34.821695,green
2018-8452-15/08/2019,,Side Swipe,138.5680715,-35.0180577,cyan
2018-8453-15/08/2019,,Side Swipe,138.5756895,-35.0047398,cyan
2018-8454-15/08/2019,,Right Angle,138.5458549,-34.8367668,yellow
2018-8455-15/08/2019,,Right Angle,138.5995923,-35.5568375,yellow
2018-8456-15/08/2019,,Hit Fixed Object,138.5367051,-34.8483852,blue
2018-8457-15/08/2019,,Hit Pedestrian,140.7800707,-37.8296811,azure
2018-8458-15/08/2019,,Hit Fixed Object,138.5698517,-35.0166285,blue
2018-8459-15/08/2019,,Hit Animal,134.8137162,-29.0320955,pink
2018-8460-15/08/2019,,Hit Fixed Object,136.9192272,-30.554213,blue
2018-8461-15/08/2019,,Rear End,138.58385,-34.8311063,black
2018-8462-15/08/2019,,Hit Fixed Object,138.6879021,-34.8333731,blue
2018-8463-15/08/2019,,Side Swipe,138.6421615,-34.8951459,cyan
2018-8464-15/08/2019,,Right Angle,138.559704,-34.845345,yellow
2018-8465-15/08/2019,,Rear End,138.5743357,-34.9864076,black
2018-8466-15/08/2019,,Rear End,138.6739572,-34.8848158,black
2018-8467-15/08/2019,,Right Angle,138.5751057,-34.9187777,yellow
2018-8468-15/08/2019,,Side Swipe,139.0170927,-35.1199129,cyan
2018-8469-15/08/2019,,Hit Fixed Object,138.8589905,-34.8199083,blue
2018-8470-15/08/2019,,Right Turn,138.5839914,-34.87213,gray
2018-8471-15/08/2019,,Hit Fixed Object,138.9381126,-34.7091071,blue
2018-8472-15/08/2019,,Hit Fixed Object,139.2653022,-35.0541706,blue
2018-8473-15/08/2019,,Rear End,138.630485,-34.9214415,black
2018-8474-15/08/2019,,Side Swipe,138.7236376,-35.0030376,cyan
2018-8475-15/08/2019,,Hit Parked Vehicle,138.6294607,-34.9098357,green
2018-8476-15/08/2019,,Side Swipe,138.5990716,-34.932975,cyan
2018-8477-15/08/2019,,Right Angle,138.5497136,-34.9087643,yellow
2018-8478-15/08/2019,,Right Angle,138.5232029,-35.0201611,yellow
2018-8479-15/08/2019,,Rear End,138.5309384,-34.8782749,black
2018-8480-15/08/2019,,Rear End,138.5750122,-34.9955042,black
2018-8481-15/08/2019,,Hit Fixed Object,139.0140578,-35.0711039,blue
2018-8482-15/08/2019,,Right Angle,138.6918151,-34.8846443,yellow
2018-8483-15/08/2019,,Right Angle,138.6476488,-34.9206808,yellow
2018-8484-15/08/2019,,Rear End,138.5882806,-34.8994123,black
2018-8485-15/08/2019,,Right Angle,138.5164974,-35.0793339,yellow
2018-8486-15/08/2019,,Right Angle,138.6101037,-34.7957692,yellow
2018-8487-15/08/2019,,Right Turn,138.5973839,-34.8986646,gray
2018-8488-15/08/2019,,Right Angle,138.6692118,-34.7216115,yellow
2018-8489-15/08/2019,,Right Turn,138.5697011,-34.9223786,gray
2018-8490-15/08/2019,,Hit Fixed Object,138.5719948,-34.9563475,blue
2018-8491-15/08/2019,,Hit Fixed Object,138.7755141,-35.5047022,blue
2018-8492-15/08/2019,,Side Swipe,138.598181,-34.7211429,cyan
2018-8493-15/08/2019,,Hit Fixed Object,138.6179044,-34.9181385,blue
2018-8494-15/08/2019,,Hit Fixed Object,138.7158561,-35.0018459,blue
2018-8495-15/08/2019,,Right Angle,138.6205514,-34.8838928,yellow
2018-8496-15/08/2019,,Hit Pedestrian,138.6250583,-34.9463073,azure
2018-8497-15/08/2019,,Rear End,134.1857171,-28.4249599,black
2018-8498-15/08/2019,,Hit Parked Vehicle,138.7377739,-34.6317301,green
2018-8499-15/08/2019,,Rear End,138.6029426,-34.8865065,black
2018-8500-15/08/2019,,Hit Fixed Object,133.6492762,-32.147324,blue
2018-8501-15/08/2019,,Hit Fixed Object,138.6455507,-35.0642313,blue
2018-8502-15/08/2019,,Side Swipe,138.5400361,-34.8340422,cyan
2018-8503-15/08/2019,,Right Angle,138.8962547,-33.4902652,yellow
2018-8504-15/08/2019,,Rear End,138.5848493,-34.8850003,black
2018-8505-15/08/2019,,Hit Parked Vehicle,138.5753655,-34.9174019,green
2018-8506-15/08/2019,,Rear End,138.643053,-34.9475101,black
2018-8507-15/08/2019,,Hit Parked Vehicle,138.7074619,-34.863169,green
2018-8508-15/08/2019,,Rear End,138.4772839,-35.1871474,black
2018-8509-15/08/2019,,Rear End,138.5483158,-34.8889087,black
2018-8510-15/08/2019,,Rear End,138.5199154,-34.9763863,black
2018-8511-15/08/2019,,Rear End,138.5295655,-34.8773365,black
2018-8512-15/08/2019,,Right Angle,138.5892776,-34.8840191,yellow
2018-8513-15/08/2019,,Hit Fixed Object,138.6002334,-34.8497086,blue
2018-8514-15/08/2019,,Rear End,138.6387184,-34.82526,black
2018-8515-15/08/2019,,Right Turn,138.719378,-34.8008723,gray
2018-8516-15/08/2019,,Right Angle,138.5334869,-34.8461983,yellow
2018-8517-15/08/2019,,Side Swipe,138.5348038,-34.9352887,cyan
2018-8518-15/08/2019,,Right Turn,138.5656018,-34.8585837,gray
2018-8519-15/08/2019,,Right Angle,138.5392867,-34.9960903,yellow
2018-8520-15/08/2019,,Roll Over,138.695588,-34.6798978,pink
2018-8521-15/08/2019,,Hit Parked Vehicle,138.5256058,-35.1261481,green
2018-8522-15/08/2019,,Hit Parked Vehicle,138.5576682,-34.9762491,green
2018-8523-15/08/2019,,Left Road - Out of Control,137.7872182,-32.4849068,brown
2018-8524-15/08/2019,,Hit Fixed Object,138.518029,-35.0782347,blue
2018-8525-15/08/2019,,Left Road - Out of Control,138.726522,-34.8601923,brown
2018-8526-15/08/2019,,Hit Fixed Object,138.6188546,-35.014492,blue
2018-8527-15/08/2019,,Hit Fixed Object,138.8727237,-34.3887152,blue
2018-8528-15/08/2019,,Rear End,138.4576392,-35.2711517,black
2018-8529-15/08/2019,,Hit Parked Vehicle,138.5275669,-35.0373221,green
2018-8530-15/08/2019,,Right Angle,138.5167797,-34.9626863,yellow
2018-8531-15/08/2019,,Roll Over,138.5661716,-34.9015897,pink
2018-8532-15/08/2019,,Side Swipe,138.5492196,-35.0290188,cyan
2018-8533-15/08/2019,,Roll Over,138.7058023,-34.6833821,pink
2018-8534-15/08/2019,,Rear End,138.6537509,-34.8558846,black
2018-8535-15/08/2019,,Hit Fixed Object,138.5034779,-34.9252429,blue
2018-8536-15/08/2019,,Roll Over,138.4948363,-34.8337832,pink
2018-8537-15/08/2019,,Rear End,138.5724307,-34.9235751,black
2018-8538-15/08/2019,,Left Road - Out of Control,138.6097787,-34.680308,brown
2018-8539-15/08/2019,,Hit Animal,138.6733248,-33.8196278,pink
2018-8540-15/08/2019,,Right Angle,138.6699799,-34.714472,yellow
2018-8541-15/08/2019,,Rear End,138.6173662,-34.847342,black
2018-8542-15/08/2019,,Hit Pedestrian,138.5929659,-34.9247617,azure
2018-8543-15/08/2019,,Hit Pedestrian,138.5205087,-34.862562,azure
2018-8544-15/08/2019,,Hit Fixed Object,138.547809,-35.0977918,blue
2018-8545-15/08/2019,,Rear End,138.6712692,-34.8448698,black
2018-8546-15/08/2019,,Hit Fixed Object,138.6700157,-34.7479591,blue
2018-8547-15/08/2019,,Hit Fixed Object,138.562875,-34.8947565,blue
2018-8548-15/08/2019,,Hit Object on Road,140.5888719,-36.7061066,khaki
2018-8549-15/08/2019,,Hit Fixed Object,138.5313336,-34.8853017,blue
2018-8550-15/08/2019,,Hit Parked Vehicle,139.2771576,-35.133051,green
2018-8551-15/08/2019,,Right Angle,138.6735524,-34.7154808,yellow
2018-8552-15/08/2019,,Rear End,138.6953814,-34.6802247,black
2018-8553-15/08/2019,,Right Angle,138.6753769,-34.903787,yellow
2018-8554-15/08/2019,,Rear End,138.624304,-34.8717231,black
2018-8555-15/08/2019,,Hit Pedestrian,139.986901,-34.1798669,azure
2018-8556-15/08/2019,,Right Turn,138.5632074,-35.0823415,gray
2018-8557-15/08/2019,,Hit Fixed Object,138.5827588,-34.9799472,blue
2018-8558-15/08/2019,,Hit Fixed Object,138.5397585,-35.2196758,blue
2018-8559-15/08/2019,,Right Angle,138.5175422,-34.9299438,yellow
2018-8560-15/08/2019,,Rear End,138.495084,-35.1859629,black
2018-8561-15/08/2019,,Right Angle,138.6633489,-34.9258139,yellow
2018-8562-15/08/2019,,Right Angle,138.6588398,-34.7381112,yellow
2018-8563-15/08/2019,,Hit Fixed Object,138.517041,-34.8560223,blue
2018-8564-15/08/2019,,Hit Animal,138.2494962,-31.8065811,pink
2018-8565-15/08/2019,,Rear End,138.6465715,-34.8639656,black
2018-8566-15/08/2019,,Rear End,138.6030075,-34.8874333,black
2018-8567-15/08/2019,,Hit Fixed Object,138.0595587,-33.23008,blue
2018-8568-15/08/2019,,Head On,138.6424929,-34.9399628,ivory
2018-8569-15/08/2019,,Side Swipe,138.6330514,-34.8747901,cyan
2018-8570-15/08/2019,,Right Angle,140.7306191,-34.1597597,yellow
2018-8571-15/08/2019,,Hit Fixed Object,138.6380522,-34.8906678,blue
2018-8572-15/08/2019,,Roll Over,137.5767778,-33.0354663,pink
2018-8573-15/08/2019,,Roll Over,138.8940344,-35.2425905,pink
2018-8574-15/08/2019,,Right Angle,138.2110138,-33.7769569,yellow
2018-8575-15/08/2019,,Hit Fixed Object,138.6431478,-35.4557152,blue
2018-8576-15/08/2019,,Hit Fixed Object,138.8943534,-35.2376399,blue
2018-8577-15/08/2019,,Right Angle,138.763616,-34.5948844,yellow
2018-8578-15/08/2019,,Side Swipe,138.6761256,-34.7431073,cyan
2018-8579-15/08/2019,,Hit Fixed Object,138.5532662,-34.9429927,blue
2018-8580-15/08/2019,,Right Angle,138.6168244,-35.0211773,yellow
2018-8581-15/08/2019,,Hit Fixed Object,138.6128249,-34.9388512,blue
2018-8582-15/08/2019,,Hit Fixed Object,138.6228323,-34.9171396,blue
2018-8583-15/08/2019,,Hit Fixed Object,138.5618628,-34.9425898,blue
2018-8584-15/08/2019,,Hit Fixed Object,138.1653159,-34.1953671,blue
2018-8585-15/08/2019,,Rear End,138.793185,-35.1178257,black
2018-8586-15/08/2019,,Side Swipe,139.9809643,-34.1823191,cyan
2018-8587-15/08/2019,,Right Turn,140.7744519,-37.8264424,gray
2018-8588-15/08/2019,,Rear End,138.5045884,-34.8920845,black
2018-8589-15/08/2019,,Rear End,138.5234864,-34.9855379,black
2018-8590-15/08/2019,,Hit Fixed Object,138.7273479,-34.9174795,blue
2018-8591-15/08/2019,,Hit Fixed Object,138.5669175,-35.115096,blue
2018-8592-15/08/2019,,Right Angle,138.6275461,-34.9211034,yellow
2018-8593-15/08/2019,,Hit Fixed Object,138.6390345,-35.5367837,blue
2018-8594-15/08/2019,,Hit Parked Vehicle,138.676149,-34.9026857,green
2018-8595-15/08/2019,,Hit Fixed Object,135.8555932,-34.7283282,blue
2018-8596-15/08/2019,,Hit Parked Vehicle,138.5814983,-35.5455352,green
2018-8597-15/08/2019,,Right Angle,138.6002862,-34.8480169,yellow
2018-8598-15/08/2019,,Side Swipe,138.5510432,-34.876368,cyan
2018-8599-15/08/2019,,Right Angle,138.5592549,-35.0214625,yellow
2018-8600-15/08/2019,,Side Swipe,138.6262674,-34.7791526,cyan
2018-8601-15/08/2019,,Hit Parked Vehicle,138.5698423,-34.9440977,green
2018-8602-15/08/2019,,Rear End,139.2798525,-35.1299849,black
2018-8603-15/08/2019,,Hit Parked Vehicle,138.5214887,-35.0209328,green
2018-8604-15/08/2019,,Hit Parked Vehicle,138.6147429,-34.9712629,green
2018-8605-15/08/2019,,Hit Fixed Object,138.8992143,-35.2631254,blue
2018-8606-15/08/2019,,Right Angle,138.5662174,-35.0154805,yellow
2018-8607-15/08/2019,,Rear End,138.6588398,-34.7381112,black
2018-8608-15/08/2019,,Rear End,140.7424622,-38.0562999,black
2018-8609-15/08/2019,,Rear End,138.5313398,-34.8852587,black
2018-8610-15/08/2019,,Right Turn,138.6425809,-34.8949862,gray
2018-8611-15/08/2019,,Side Swipe,138.5910284,-34.9276104,cyan
2018-8612-15/08/2019,,Side Swipe,139.2751373,-35.1327573,cyan
2018-8613-15/08/2019,,Rear End,138.5052685,-35.1376651,black
2018-8614-15/08/2019,,Rear End,138.548468,-34.9178879,black
2018-8615-15/08/2019,,Right Angle,138.5822542,-33.7195809,yellow
2018-8616-15/08/2019,,Hit Parked Vehicle,138.5215934,-34.9987601,green
2018-8617-15/08/2019,,Side Swipe,138.5293287,-34.9967649,cyan
2018-8618-15/08/2019,,Rear End,138.5510635,-34.8916157,black
2018-8619-15/08/2019,,Rear End,138.5760003,-35.0075155,black
2018-8620-15/08/2019,,Hit Fixed Object,138.6861374,-34.6699889,blue
2018-8621-15/08/2019,,Hit Parked Vehicle,140.8377297,-37.3778431,green
2018-8622-15/08/2019,,Right Turn,138.5944213,-34.9359786,gray
2018-8623-15/08/2019,,Right Turn,138.6271951,-34.9103301,gray
2018-8624-15/08/2019,,Hit Fixed Object,138.6135154,-34.8891008,blue
2018-8625-15/08/2019,,Other,138.6637909,-34.8671503,orange
2018-8626-15/08/2019,,Side Swipe,138.5957685,-34.9273728,cyan
2018-8627-15/08/2019,,Hit Parked Vehicle,138.5410851,-35.0197153,green
2018-8628-15/08/2019,,Right Turn,138.5318881,-34.8958219,gray
2018-8629-15/08/2019,,Right Angle,138.6244661,-34.8809041,yellow
2018-8630-15/08/2019,,Right Angle,138.5607986,-34.9824723,yellow
2018-8631-15/08/2019,,Rear End,138.70116,-34.8431757,black
2018-8632-15/08/2019,,Hit Fixed Object,138.5716738,-34.9496928,blue
2018-8633-15/08/2019,,Right Angle,138.6762757,-34.8761885,yellow
2018-8634-15/08/2019,,Side Swipe,138.656479,-34.8894793,cyan
2018-8635-15/08/2019,,Right Turn,138.6581144,-34.9124577,gray
2018-8636-15/08/2019,,Hit Fixed Object,138.599383,-34.9708269,blue
2018-8637-15/08/2019,,Side Swipe,138.7740977,-34.0988535,cyan
2018-8638-15/08/2019,,Side Swipe,138.5389683,-34.991937,cyan
2018-8639-15/08/2019,,Right Angle,138.6803806,-34.8339042,yellow
2018-8640-15/08/2019,,Right Angle,138.6635629,-34.704105,yellow
2018-8641-15/08/2019,,Roll Over,138.3011656,-33.1275074,pink
2018-8642-15/08/2019,,Right Turn,138.5944213,-34.9359786,gray
2018-8643-15/08/2019,,Hit Fixed Object,139.4288402,-35.3066314,blue
2018-8644-15/08/2019,,Side Swipe,138.9111533,-34.6821741,cyan
2018-8645-15/08/2019,,Rear End,138.5514376,-34.8963454,black
2018-8646-15/08/2019,,Right Turn,138.634646,-34.8712343,gray
2018-8647-15/08/2019,,Rear End,138.8643598,-34.8887311,black
2018-8648-15/08/2019,,Hit Fixed Object,138.6191824,-34.7873329,blue
2018-8649-15/08/2019,,Rear End,138.5522319,-34.8774982,black
2018-8650-15/08/2019,,Head On,138.6847153,-34.6753625,ivory
2018-8651-15/08/2019,,Hit Parked Vehicle,138.6241391,-34.9313013,green
2018-8652-15/08/2019,,Right Angle,138.5281011,-34.8763178,yellow
2018-8653-15/08/2019,,Side Swipe,138.5464207,-34.8459659,cyan
2018-8654-15/08/2019,,Right Angle,138.6635075,-34.8851479,yellow
2018-8655-15/08/2019,,Roll Over,140.8190122,-37.6828285,pink
2018-8656-15/08/2019,,Rear End,138.6772567,-34.8182037,black
2018-8657-15/08/2019,,Rear End,138.6756279,-34.8138168,black
2018-8658-15/08/2019,,Hit Fixed Object,138.5349995,-35.0233786,blue
2018-8659-15/08/2019,,Head On,138.5454053,-34.9569228,ivory
2018-8660-15/08/2019,,Side Swipe,138.6520039,-34.7687475,cyan
2018-8661-15/08/2019,,Right Turn,138.5551037,-34.9681952,gray
2018-8662-15/08/2019,,Side Swipe,139.0343421,-34.4460909,cyan
2018-8663-15/08/2019,,Right Angle,138.5207546,-34.9879621,yellow
2018-8664-15/08/2019,,Right Angle,138.6169436,-34.8091636,yellow
2018-8665-15/08/2019,,Hit Parked Vehicle,138.5280215,-35.0245881,green
2018-8666-15/08/2019,,Right Angle,138.6000834,-34.9315232,yellow
2018-8667-15/08/2019,,Hit Fixed Object,138.5474905,-35.0756756,blue
2018-8668-15/08/2019,,Hit Animal,138.5443942,-35.0786929,pink
2018-8669-15/08/2019,,Hit Pedestrian,138.5309211,-34.8512838,azure
2018-8670-15/08/2019,,Hit Animal,138.7466902,-34.2440631,pink
2018-8671-15/08/2019,,Right Angle,138.6842652,-34.7096889,yellow
2018-8672-15/08/2019,,Rear End,138.5306462,-34.8780881,black
2018-8673-15/08/2019,,Rear End,138.5890278,-34.924855,black
2018-8674-15/08/2019,,Hit Fixed Object,138.6588464,-34.7540395,blue
2018-8675-15/08/2019,,Rear End,138.5594251,-35.0245521,black
2018-8676-15/08/2019,,Roll Over,136.4800921,-33.1244823,pink
2018-8677-15/08/2019,,Rear End,138.602784,-34.8478962,black
2018-8678-15/08/2019,,Rear End,138.641101,-34.9478725,black
2018-8679-15/08/2019,,Rear End,138.6415384,-34.96379,black
2018-8680-15/08/2019,,Hit Parked Vehicle,138.5937061,-34.7558651,green
2018-8681-15/08/2019,,Rear End,138.6738816,-34.8837739,black
2018-8682-15/08/2019,,Hit Fixed Object,138.0651836,-33.7449885,blue
2018-8683-15/08/2019,,Rear End,138.639313,-34.8983273,black
2018-8684-15/08/2019,,Side Swipe,138.5925958,-34.7620369,cyan
2018-8685-15/08/2019,,Right Angle,138.5757803,-34.9418762,yellow
2018-8686-15/08/2019,,Rear End,138.6355485,-34.8798729,black
2018-8687-15/08/2019,,Rear End,138.6131394,-34.889527,black
2018-8688-15/08/2019,,Rear End,138.683283,-34.7092631,black
2018-8689-15/08/2019,,Hit Fixed Object,138.2251377,-35.5525192,blue
2018-8690-15/08/2019,,Hit Fixed Object,138.8568953,-35.0792692,blue
2018-8691-15/08/2019,,Right Turn,140.7684713,-37.8245225,gray
2018-8692-15/08/2019,,Hit Parked Vehicle,140.7434077,-34.1742611,green
2018-8693-15/08/2019,,Side Swipe,138.6712357,-34.8446223,cyan
2018-8694-15/08/2019,,Right Angle,138.5326247,-34.8911419,yellow
2018-8695-15/08/2019,,Right Angle,138.6131937,-34.9463277,yellow
2018-8696-15/08/2019,,Right Turn,138.5277432,-35.0697876,gray
2018-8697-15/08/2019,,Right Turn,138.6060967,-34.929824,gray
2018-8698-15/08/2019,,Hit Pedestrian,138.6922209,-34.828336,azure
2018-8699-15/08/2019,,Right Angle,138.6881016,-34.8336513,yellow
2018-8700-15/08/2019,,Rear End,138.5558308,-34.9777032,black
2018-8701-15/08/2019,,Hit Object on Road,138.6637101,-34.6490764,khaki
2018-8702-15/08/2019,,Right Angle,138.6134658,-34.8892815,yellow
2018-8703-15/08/2019,,Right Angle,138.5891195,-34.8761201,yellow
2018-8704-15/08/2019,,Hit Fixed Object,138.0622587,-33.5178469,blue
2018-8705-15/08/2019,,Right Turn,138.6058737,-34.9268546,gray
2018-8706-15/08/2019,,Right Angle,138.6078485,-34.8375571,yellow
2018-8707-15/08/2019,,Right Turn,138.68988,-34.8304362,gray
2018-8708-15/08/2019,,Right Angle,138.6625581,-34.7322621,yellow
2018-8709-15/08/2019,,Right Turn,138.6351899,-34.879164,gray
2018-8710-15/08/2019,,Right Angle,138.7506893,-34.5330101,yellow
2018-8711-15/08/2019,,Right Turn,138.5495211,-35.0176151,gray
2018-8712-15/08/2019,,Right Turn,138.5738111,-34.9781394,gray
2018-8713-15/08/2019,,Hit Parked Vehicle,138.6781272,-34.6714483,green
2018-8714-15/08/2019,,Right Angle,138.6608275,-34.6995826,yellow
2018-8715-15/08/2019,,Hit Fixed Object,138.6690725,-34.9378182,blue
2018-8716-15/08/2019,,Side Swipe,138.513412,-34.8601432,cyan
2018-8717-15/08/2019,,Hit Animal,138.7390919,-34.8236824,pink
2018-8718-15/08/2019,,Right Angle,138.6164709,-35.557302,yellow
2018-8719-15/08/2019,,Right Angle,138.6847677,-34.8320821,yellow
2018-8720-15/08/2019,,Hit Fixed Object,138.5596481,-35.0537163,blue
2018-8721-15/08/2019,,Side Swipe,138.6033624,-34.8935257,cyan
2018-8722-15/08/2019,,Hit Fixed Object,138.672579,-34.9450407,blue
2018-8723-15/08/2019,,Side Swipe,138.5686439,-34.9198714,cyan
2018-8724-15/08/2019,,Hit Parked Vehicle,138.5898104,-34.8358101,green
2018-8725-15/08/2019,,Right Angle,138.5290027,-35.1140667,yellow
2018-8726-15/08/2019,,Hit Parked Vehicle,138.5335068,-34.9135316,green
2018-8727-15/08/2019,,Side Swipe,138.57034,-34.8885258,cyan
2018-8728-15/08/2019,,Right Angle,138.5177099,-34.9456692,yellow
2018-8729-15/08/2019,,Rear End,138.6757416,-34.7367497,black
2018-8730-15/08/2019,,Rear End,138.6271852,-34.8873128,black
2018-8731-15/08/2019,,Hit Fixed Object,139.2798995,-35.131001,blue
2018-8732-15/08/2019,,Side Swipe,138.568646,-34.8934452,cyan
2018-8733-15/08/2019,,Hit Fixed Object,138.7208273,-34.8598952,blue
2018-8734-15/08/2019,,Right Turn,138.6082238,-34.9267381,gray
2018-8735-15/08/2019,,Rear End,138.999491,-35.1154731,black
2018-8736-15/08/2019,,Right Angle,138.523496,-34.6243267,yellow
2018-8737-15/08/2019,,Hit Parked Vehicle,138.5899673,-34.9921045,green
2018-8738-15/08/2019,,Hit Parked Vehicle,138.607062,-34.9071901,green
2018-8739-15/08/2019,,Roll Over,138.5013815,-34.7917135,pink
2018-8740-15/08/2019,,Rear End,138.6370759,-34.9272019,black
2018-8741-15/08/2019,,Rear End,138.7450952,-34.6059843,black
2018-8742-15/08/2019,,Rear End,138.5239728,-35.0302632,black
2018-8743-15/08/2019,,Hit Fixed Object,138.5093305,-34.8537066,blue
2018-8744-15/08/2019,,Right Angle,138.6233902,-34.9279131,yellow
2018-8745-15/08/2019,,Right Turn,138.6458639,-34.7649433,gray
2018-8746-15/08/2019,,Right Turn,138.656479,-34.8894793,gray
2018-8747-15/08/2019,,Hit Fixed Object,138.4970753,-34.9176421,blue
2018-8748-15/08/2019,,Right Turn,138.6647224,-34.8766893,gray
2018-8749-15/08/2019,,Right Angle,138.5206677,-34.9060921,yellow
2018-8750-15/08/2019,,Rear End,138.7064596,-34.8269322,black
2018-8751-15/08/2019,,Right Angle,138.650451,-34.9388609,yellow
2018-8752-15/08/2019,,Right Angle,138.6533428,-34.892923,yellow
2018-8753-15/08/2019,,Hit Fixed Object,138.6781982,-34.8286009,blue
2018-8754-15/08/2019,,Hit Parked Vehicle,138.7336624,-34.6166404,green
2018-8755-15/08/2019,,Hit Fixed Object,138.5465638,-34.9722675,blue
2018-8756-15/08/2019,,Right Angle,138.6242251,-34.781524,yellow
2018-8757-15/08/2019,,Side Swipe,138.5744334,-34.9864027,cyan
2018-8758-15/08/2019,,Hit Parked Vehicle,138.6857985,-34.8776547,green
2018-8759-15/08/2019,,Right Angle,135.869785,-34.7430431,yellow
2018-8760-15/08/2019,,Rear End,138.7463108,-34.566567,black
2018-8761-15/08/2019,,Hit Fixed Object,139.3483149,-35.0213353,blue
2018-8762-15/08/2019,,Hit Parked Vehicle,138.6002529,-34.9571997,green
2018-8763-15/08/2019,,Right Angle,138.5755906,-34.9234191,yellow
2018-8764-15/08/2019,,Right Turn,138.5875386,-34.9235969,gray
2018-8765-15/08/2019,,Right Turn,138.6900025,-34.7717149,gray
2018-8766-15/08/2019,,Right Angle,137.585972,-34.0635051,yellow
2018-8767-15/08/2019,,Right Angle,138.6286892,-34.8123593,yellow
2018-8768-15/08/2019,,Rear End,138.6256822,-34.9545618,black
2018-8769-15/08/2019,,Head On,138.7335336,-34.6077851,ivory
2018-8770-15/08/2019,,Rear End,138.7913726,-34.8504922,black
2018-8771-15/08/2019,,Rear End,138.6644719,-34.6655989,black
2018-8772-15/08/2019,,Side Swipe,138.5939043,-34.9289144,cyan
2018-8773-15/08/2019,,Hit Parked Vehicle,138.5426842,-34.92869,green
2018-8774-15/08/2019,,Rear End,138.6405173,-34.9148011,black
2018-8775-15/08/2019,,Rear End,138.5663988,-34.9153909,black
2018-8776-15/08/2019,,Right Angle,138.7288716,-34.2230916,yellow
2018-8777-15/08/2019,,Rear End,138.5694974,-34.8889401,black
2018-8778-15/08/2019,,Right Turn,138.6245003,-34.9402002,gray
2018-8779-15/08/2019,,Right Angle,138.6273343,-34.8655323,yellow
2018-8780-15/08/2019,,Right Turn,138.6425809,-34.8949862,gray
2018-8781-15/08/2019,,Right Turn,138.675799,-34.8694189,gray
2018-8782-15/08/2019,,Hit Fixed Object,138.651094,-34.7693606,blue
2018-8783-15/08/2019,,Right Turn,138.5414411,-34.9326022,gray
2018-8784-15/08/2019,,Hit Fixed Object,138.8079718,-34.5168801,blue
2018-8785-15/08/2019,,Hit Parked Vehicle,138.5552929,-34.9250397,green
2018-8786-15/08/2019,,Right Turn,138.5930021,-34.7632368,gray
2018-8787-15/08/2019,,Hit Parked Vehicle,138.7040905,-34.8238164,green
2018-8788-15/08/2019,,Head On,138.7112009,-34.9659656,ivory
2018-8789-15/08/2019,,Hit Fixed Object,138.6510666,-34.6822965,blue
2018-8790-15/08/2019,,Hit Fixed Object,138.6785811,-34.7370037,blue
2018-8791-15/08/2019,,Hit Fixed Object,138.6055663,-34.853867,blue
2018-8792-15/08/2019,,Rear End,138.5962295,-34.7888548,black
2018-8793-15/08/2019,,Side Swipe,139.2360437,-35.1430233,cyan
2018-8794-15/08/2019,,Hit Fixed Object,138.5973196,-34.7430779,blue
2018-8795-15/08/2019,,Right Turn,138.5467123,-34.8505457,gray
2018-8796-15/08/2019,,Hit Fixed Object,138.6735779,-34.6738836,blue
2018-8797-15/08/2019,,Hit Fixed Object,138.5325074,-34.9732586,blue
2018-8798-15/08/2019,,Rear End,138.6078485,-34.8375571,black
2018-8799-15/08/2019,,Side Swipe,135.1283713,-29.7119597,cyan
2018-8800-15/08/2019,,Right Turn,138.5252916,-35.1472024,gray
2018-8801-15/08/2019,,Rear End,138.5551893,-34.9693838,black
2018-8802-15/08/2019,,Right Angle,138.6657226,-34.6588458,yellow
2018-8803-15/08/2019,,Rear End,138.6592642,-34.8851563,black
2018-8804-15/08/2019,,Rear End,135.8552011,-34.7330718,black
2018-8805-15/08/2019,,Hit Parked Vehicle,138.5866674,-34.8598068,green
2018-8806-15/08/2019,,Rear End,140.5936813,-34.4278936,black
2018-8807-15/08/2019,,Rear End,138.5133513,-34.9837724,black
2018-8808-15/08/2019,,Side Swipe,138.5697938,-34.9040828,cyan
2018-8809-15/08/2019,,Hit Pedestrian,138.7670483,-34.5954214,azure
2018-8810-15/08/2019,,Hit Fixed Object,138.5065751,-34.8493529,blue
2018-8811-15/08/2019,,Right Angle,140.7796784,-37.8304591,yellow
2018-8812-15/08/2019,,Rear End,138.5566022,-34.987843,black
2018-8813-15/08/2019,,Hit Fixed Object,138.6479845,-34.7548757,blue
2018-8814-15/08/2019,,Rear End,138.6117903,-34.7423622,black
