id,pole_nr,color,area,row,status,x,y,labels
2760,28,azure2,T4,T4-155,02-Trackers,5.619633432,35.52867833,
2761,29,azure2,T4,T4-155,02-Trackers,5.619631532,35.52874163,
2762,30,azure2,T4,T4-155,02-Trackers,5.619629332,35.52881463,
2763,31,azure2,T4,T4-155,02-Trackers,5.619627032,35.52889033,
2764,32,azure2,T4,T4-155,02-Trackers,5.619624832,35.52896333,
2765,33,azure2,T4,T4-155,02-Trackers,5.619622932,35.52902673,
2766,34,azure2,T4,T4-155,02-Trackers,5.619620632,35.52909973,
2767,35,azure2,T4,T4-155,02-Trackers,5.619618432,35.52917543,
2768,36,azure2,T4,T4-155,02-Trackers,5.619616132,35.52924833,
2769,37,azure2,T4,T4-155,02-Trackers,5.619614232,35.52931183,
2770,38,azure2,T4,T4-155,02-Trackers,5.619612032,35.52938483,
2771,1,azure2,T4,T4-156,02-Trackers,5.619853532,35.52674933,
2772,2,azure2,T4,T4-156,02-Trackers,5.619851332,35.52682233,
2773,3,azure2,T4,T4-156,02-Trackers,5.619849032,35.52689803,
2774,4,azure2,T4,T4-156,02-Trackers,5.619846832,35.52697093,
2775,5,azure2,T4,T4-156,02-Trackers,5.619844932,35.52703443,
2776,6,azure2,T4,T4-156,02-Trackers,5.619842632,35.52710743,
2777,7,azure2,T4,T4-156,02-Trackers,5.619840432,35.52718313,
2778,8,azure2,T4,T4-156,02-Trackers,5.619838132,35.52725613,
2779,9,azure2,T4,T4-156,02-Trackers,5.619836232,35.52731953,
2780,10,azure2,T4,T4-156,02-Trackers,5.619834032,35.52739253,
2781,11,azure2,T4,T4-156,02-Trackers,5.619831732,35.52746823,
2782,12,azure2,T4,T4-156,02-Trackers,5.619829532,35.52754113,
2783,13,azure2,T4,T4-156,02-Trackers,5.619827632,35.52760463,
2784,14,azure2,T4,T4-156,02-Trackers,5.619825432,35.52767763,
2785,15,azure2,T4,T4-156,02-Trackers,5.619823132,35.52775333,
2786,16,azure2,T4,T4-156,02-Trackers,5.619820932,35.52782623,
2787,17,azure2,T4,T4-156,02-Trackers,5.619819032,35.52788983,
2788,18,azure2,T4,T4-156,02-Trackers,5.619816832,35.52796273,
2789,21,azure2,T4,T4-157,02-Trackers,5.619810332,35.52817483,
2790,22,azure2,T4,T4-157,02-Trackers,5.619808132,35.52824783,
2791,23,azure2,T4,T4-157,02-Trackers,5.619805832,35.52832353,
2792,24,azure2,T4,T4-157,02-Trackers,5.619803632,35.52839643,
2793,25,green,T4,T4-157,01-Piling,5.619801732,35.52846003,
2794,26,green,T4,T4-157,01-Piling,5.619799532,35.52853293,
2795,27,green,T4,T4-157,01-Piling,5.619797232,35.52860863,
2796,28,green,T4,T4-157,01-Piling,5.619795032,35.52868163,
2797,29,green,T4,T4-157,01-Piling,5.619793132,35.52874503,
2798,30,green,T4,T4-157,01-Piling,5.619790932,35.52881793,
2799,31,green,T4,T4-157,01-Piling,5.619788632,35.52889363,
2800,32,green,T4,T4-157,01-Piling,5.619786432,35.52896663,
2801,33,green,T4,T4-157,01-Piling,5.619784432,35.52903013,
2802,34,green,T4,T4-157,01-Piling,5.619782232,35.52910303,
2803,35,green,T4,T4-157,01-Piling,5.619779932,35.52917873,
2804,36,green,T4,T4-157,01-Piling,5.619777732,35.52925173,
2805,37,green,T4,T4-157,01-Piling,5.619775832,35.52931523,
2806,38,green,T4,T4-157,01-Piling,5.619773632,35.52938823,
2807,1,green,T4,T4-158,01-Piling,5.620015132,35.52675273,
2808,2,green,T4,T4-158,01-Piling,5.620012932,35.52682563,
2809,3,green,T4,T4-158,01-Piling,5.620010632,35.52690133,
2810,4,green,T4,T4-158,01-Piling,5.620008432,35.52697433,
2811,5,green,T4,T4-158,01-Piling,5.620006432,35.52703783,
2812,6,green,T4,T4-158,01-Piling,5.620004232,35.52711073,
2813,7,green,T4,T4-158,01-Piling,5.620001932,35.52718643,
2814,8,green,T4,T4-158,01-Piling,5.619999732,35.52725943,
2815,9,green,T4,T4-158,01-Piling,5.619997832,35.52732293,
2816,10,green,T4,T4-158,01-Piling,5.619995632,35.52739583,
2817,11,green,T4,T4-158,01-Piling,5.619993332,35.52747153,
2818,12,green,T4,T4-158,01-Piling,5.619991132,35.52754453,
2819,13,green,T4,T4-158,01-Piling,5.619989232,35.52760793,
2820,14,green,T4,T4-158,01-Piling,5.619987032,35.52768093,
2821,15,green,T4,T4-158,01-Piling,5.619984732,35.52775663,
2822,16,green,T4,T4-158,01-Piling,5.619982532,35.52782963,
2823,17,green,T4,T4-158,01-Piling,5.619980532,35.52789313,
2824,18,green,T4,T4-158,01-Piling,5.619978332,35.52796613,
2825,21,green,T4,T4-159,01-Piling,5.619971932,35.52817813,
2826,22,green,T4,T4-159,01-Piling,5.619969732,35.52825113,
2827,23,green,T4,T4-159,01-Piling,5.619967432,35.52832683,
2828,24,green,T4,T4-159,01-Piling,5.619965232,35.52839983,
2829,25,green,T4,T4-159,01-Piling,5.619963332,35.52846333,
2830,26,green,T4,T4-159,01-Piling,5.619961132,35.52853633,
2831,27,green,T4,T4-159,01-Piling,5.619958832,35.52861193,
2832,28,green,T4,T4-159,01-Piling,5.619956632,35.52868493,
2833,29,green,T4,T4-159,01-Piling,5.619954732,35.52874833,
2834,30,green,T4,T4-159,01-Piling,5.619952432,35.52882133,
2835,31,green,T4,T4-159,01-Piling,5.619950232,35.52889693,
2836,32,green,T4,T4-159,01-Piling,5.619947932,35.52896993,
2837,33,green,T4,T4-159,01-Piling,5.619946032,35.52903343,
2838,34,green,T4,T4-159,01-Piling,5.619943832,35.52910643,
2839,35,green,T4,T4-159,01-Piling,5.619941532,35.52918213,
2840,36,green,T4,T4-159,01-Piling,5.619939332,35.52925503,
2841,37,green,T4,T4-159,01-Piling,5.619937432,35.52931853,
2842,38,green,T4,T4-159,01-Piling,5.619935232,35.52939153,
2843,1,green,T4,T4-160,01-Piling,5.620176732,35.52675603,
2844,2,green,T4,T4-160,01-Piling,5.620174532,35.52682903,
2845,3,green,T4,T4-160,01-Piling,5.620172232,35.52690463,
2846,4,green,T4,T4-160,01-Piling,5.620170032,35.52697763,
2847,5,green,T4,T4-160,01-Piling,5.620168032,35.52704113,
2848,6,green,T4,T4-160,01-Piling,5.620165832,35.52711413,
2849,7,green,T4,T4-160,01-Piling,5.620163532,35.52718973,
2850,8,green,T4,T4-160,01-Piling,5.620161332,35.52726273,
2851,9,green,T4,T4-160,01-Piling,5.620159432,35.52732623,
2852,10,green,T4,T4-160,01-Piling,5.620157232,35.52739923,
2853,11,green,T4,T4-160,01-Piling,5.620154932,35.52747493,
2854,12,green,T4,T4-160,01-Piling,5.620152732,35.52754783,
2855,13,green,T4,T4-160,01-Piling,5.620150832,35.52761133,
2856,14,green,T4,T4-160,01-Piling,5.620148632,35.52768433,
2857,15,green,T4,T4-160,01-Piling,5.620146332,35.52775993,
2858,16,green,T4,T4-160,01-Piling,5.620144132,35.52783293,
2859,17,green,T4,T4-160,01-Piling,5.620142132,35.52789643,
2860,18,green,T4,T4-160,01-Piling,5.620139932,35.52796943,
2861,21,green,T4,T4-161,01-Piling,5.620133532,35.52818153,
2862,22,green,T4,T4-161,01-Piling,5.620131332,35.52825453,
2863,23,green,T4,T4-161,01-Piling,5.620129032,35.52833013,
2864,24,green,T4,T4-161,01-Piling,5.620126832,35.52840313,
2865,25,green,T4,T4-161,01-Piling,5.620124932,35.52846663,
2866,26,green,T4,T4-161,01-Piling,5.620122732,35.52853963,
2867,27,green,T4,T4-161,01-Piling,5.620120432,35.52861533,
2868,28,green,T4,T4-161,01-Piling,5.620118232,35.52868823,
2869,29,green,T4,T4-161,01-Piling,5.620116232,35.52875163,
2870,30,green,T4,T4-161,01-Piling,5.620114032,35.52882463,
2871,31,green,T4,T4-161,01-Piling,5.620111732,35.52890033,
2872,32,green,T4,T4-161,01-Piling,5.620109532,35.52897333,
2873,33,green,T4,T4-161,01-Piling,5.620107632,35.52903673,
2874,34,green,T4,T4-161,01-Piling,5.620105432,35.52910973,
2875,35,green,T4,T4-161,01-Piling,5.620103132,35.52918543,
2876,36,green,T4,T4-161,01-Piling,5.620100932,35.52925843,
2877,37,green,T4,T4-161,01-Piling,5.620099032,35.52932193,
2878,38,green,T4,T4-161,01-Piling,5.620096832,35.52939483,
2879,1,green,T4,T4-162,01-Piling,5.620338332,35.52675933,
2880,2,green,T4,T4-162,01-Piling,5.620336032,35.52683233,
2881,3,green,T4,T4-162,01-Piling,5.620333832,35.52690803,
2882,4,green,T4,T4-162,01-Piling,5.620331532,35.52698103,
2883,5,green,T4,T4-162,01-Piling,5.620329632,35.52704443,
2884,6,green,T4,T4-162,01-Piling,5.620327432,35.52711743,
2885,7,green,T4,T4-162,01-Piling,5.620325132,35.52719313,
2886,8,green,T4,T4-162,01-Piling,5.620322932,35.52726613,
2887,9,green,T4,T4-162,01-Piling,5.620321032,35.52732953,
2888,10,green,T4,T4-162,01-Piling,5.620318832,35.52740253,
2889,11,green,T4,T4-162,01-Piling,5.620316532,35.52747823,
2890,12,green,T4,T4-162,01-Piling,5.620314332,35.52755113,
2891,13,green,T4,T4-162,01-Piling,5.620312432,35.52761463,
2892,14,green,T4,T4-162,01-Piling,5.620310132,35.52768763,
2893,15,green,T4,T4-162,01-Piling,5.620307932,35.52776333,
2894,16,green,T4,T4-162,01-Piling,5.620305632,35.52783623,
2895,17,green,T4,T4-162,01-Piling,5.620303732,35.52789973,
2896,18,green,T4,T4-162,01-Piling,5.620301532,35.52797273,
2897,21,green,T4,T4-163,01-Piling,5.620295132,35.52818483,
2898,22,green,T4,T4-163,01-Piling,5.620292932,35.52825783,
2899,23,green,T4,T4-163,01-Piling,5.620290632,35.52833353,
2900,24,green,T4,T4-163,01-Piling,5.620288432,35.52840643,
2901,25,green,T4,T4-163,01-Piling,5.620286532,35.52846993,
2902,26,green,T4,T4-163,01-Piling,5.620284232,35.52854293,
2903,27,green,T4,T4-163,01-Piling,5.620282032,35.52861863,
2904,28,green,T4,T4-163,01-Piling,5.620279732,35.52869163,
2905,29,green,T4,T4-163,01-Piling,5.620277832,35.52875503,
2906,30,green,T4,T4-163,01-Piling,5.620275632,35.52882793,
2907,31,green,T4,T4-163,01-Piling,5.620273332,35.52890363,
2908,32,green,T4,T4-163,01-Piling,5.620271132,35.52897663,
2909,33,green,T4,T4-163,01-Piling,5.620269232,35.52904013,
2910,34,green,T4,T4-163,01-Piling,5.620267032,35.52911303,
2911,35,green,T4,T4-163,01-Piling,5.620264732,35.52918873,
2912,36,green,T4,T4-163,01-Piling,5.620262532,35.52926173,
2913,37,green,T4,T4-163,01-Piling,5.620260632,35.52932523,
2914,38,green,T4,T4-163,01-Piling,5.620258332,35.52939813,
2915,1,green,T4,T4-164,01-Piling,5.620499832,35.52676273,
2916,2,green,T4,T4-164,01-Piling,5.620497632,35.52683563,
2917,3,green,T4,T4-164,01-Piling,5.620495332,35.52691133,
2918,4,green,T4,T4-164,01-Piling,5.620493132,35.52698433,
2919,5,green,T4,T4-164,01-Piling,5.620491232,35.52704783,
2920,6,green,T4,T4-164,01-Piling,5.620489032,35.52712073,
2921,7,green,T4,T4-164,01-Piling,5.620486732,35.52719643,
2922,8,green,T4,T4-164,01-Piling,5.620484532,35.52726943,
2923,9,green,T4,T4-164,01-Piling,5.620482632,35.52733293,
2924,10,green,T4,T4-164,01-Piling,5.620480432,35.52740583,
2925,11,green,T4,T4-164,01-Piling,5.620478132,35.52748153,
2926,12,green,T4,T4-164,01-Piling,5.620475932,35.52755453,
2927,13,green,T4,T4-164,01-Piling,5.620473932,35.52761803,
2928,14,green,T4,T4-164,01-Piling,5.620471732,35.52769093,
2929,15,green,T4,T4-164,01-Piling,5.620469432,35.52776663,
2930,16,green,T4,T4-164,01-Piling,5.620467232,35.52783963,
2931,17,green,T4,T4-164,01-Piling,5.620465332,35.52790303,
2932,18,green,T4,T4-164,01-Piling,5.620463132,35.52797603,
2933,21,green,T4,T4-165,01-Piling,5.620456732,35.52818823,
2934,22,green,T4,T4-165,01-Piling,5.620454532,35.52826113,
2935,23,green,T4,T4-165,01-Piling,5.620452232,35.52833683,
2936,24,green,T4,T4-165,01-Piling,5.620450032,35.52840983,
2937,25,green,T4,T4-165,01-Piling,5.620448032,35.52847333,
2938,26,green,T4,T4-165,01-Piling,5.620445832,35.52854623,
2939,27,green,T4,T4-165,01-Piling,5.620443532,35.52862193,
2940,28,green,T4,T4-165,01-Piling,5.620441332,35.52869493,
2941,29,green,T4,T4-165,01-Piling,5.620439432,35.52875833,
2942,30,green,T4,T4-165,01-Piling,5.620437232,35.52883133,
2943,31,green,T4,T4-165,01-Piling,5.620434932,35.52890693,
2944,32,green,T4,T4-165,01-Piling,5.620432732,35.52897993,
2945,33,green,T4,T4-165,01-Piling,5.620430832,35.52904343,
2946,34,green,T4,T4-165,01-Piling,5.620428632,35.52911643,
2947,35,green,T4,T4-165,01-Piling,5.620426332,35.52919213,
2948,36,green,T4,T4-165,01-Piling,5.620424132,35.52926503,
2949,37,green,T4,T4-165,01-Piling,5.620422132,35.52932853,
2950,38,green,T4,T4-165,01-Piling,5.620419932,35.52940153,
2951,1,green,T4,T4-166,01-Piling,5.620661432,35.52676603,
2952,2,green,T4,T4-166,01-Piling,5.620659232,35.52683903,
2953,3,green,T4,T4-166,01-Piling,5.620656932,35.52691463,
2954,4,green,T4,T4-166,01-Piling,5.620654732,35.52698763,
2955,5,green,T4,T4-166,01-Piling,5.620652832,35.52705113,
2956,6,green,T4,T4-166,01-Piling,5.620650632,35.52712413,
2957,7,green,T4,T4-166,01-Piling,5.620648332,35.52719973,
2958,8,green,T4,T4-166,01-Piling,5.620646132,35.52727273,
2959,9,green,T4,T4-166,01-Piling,5.620644232,35.52733623,
2960,10,green,T4,T4-166,01-Piling,5.620642032,35.52740923,
2961,11,green,T4,T4-166,01-Piling,5.620639732,35.52748483,
2962,12,green,T4,T4-166,01-Piling,5.620637532,35.52755783,
2963,13,green,T4,T4-166,01-Piling,5.620635532,35.52762133,
2964,14,green,T4,T4-166,01-Piling,5.620633332,35.52769433,
2965,15,green,T4,T4-166,01-Piling,5.620631032,35.52776993,
2966,16,green,T4,T4-166,01-Piling,5.620628832,35.52784293,
2967,17,green,T4,T4-166,01-Piling,5.620626932,35.52790643,
2968,18,green,T4,T4-166,01-Piling,5.620624732,35.52797943,
2969,21,green,T4,T4-167,01-Piling,5.620618332,35.52819153,
2970,22,green,T4,T4-167,01-Piling,5.620616132,35.52826453,
2971,23,green,T4,T4-167,01-Piling,5.620613832,35.52834013,
2972,24,green,T4,T4-167,01-Piling,5.620611632,35.52841313,
2973,25,green,T4,T4-167,01-Piling,5.620609632,35.52847663,
2974,26,green,T4,T4-167,01-Piling,5.620607432,35.52854963,
2975,27,green,T4,T4-167,01-Piling,5.620605132,35.52862533,
2976,28,green,T4,T4-167,01-Piling,5.620602932,35.52869823,
2977,29,green,T4,T4-167,01-Piling,5.620601032,35.52876163,
2978,30,green,T4,T4-167,01-Piling,5.620598832,35.52883463,
2979,31,green,T4,T4-167,01-Piling,5.620596532,35.52891033,
2980,32,green,T4,T4-167,01-Piling,5.620594332,35.52898323,
2981,33,green,T4,T4-167,01-Piling,5.620592432,35.52904673,
2982,34,green,T4,T4-167,01-Piling,5.620590232,35.52911973,
2983,35,green,T4,T4-167,01-Piling,5.620587932,35.52919543,
2984,36,green,T4,T4-167,01-Piling,5.620585732,35.52926843,
2985,37,green,T4,T4-167,01-Piling,5.620583732,35.52933183,
2986,38,green,T4,T4-167,01-Piling,5.620581532,35.52940483,
2987,1,green,T4,T4-168,01-Piling,5.620823032,35.52676933,
2988,2,green,T4,T4-168,01-Piling,5.620820832,35.52684233,
2989,3,green,T4,T4-168,01-Piling,5.620818532,35.52691803,
2990,4,green,T4,T4-168,01-Piling,5.620816332,35.52699093,
2991,5,green,T4,T4-168,01-Piling,5.620814432,35.52705443,
2992,6,green,T4,T4-168,01-Piling,5.620812232,35.52712743,
2993,7,green,T4,T4-168,01-Piling,5.620809932,35.52720313,
2994,8,green,T4,T4-168,01-Piling,5.620807732,35.52727603,
2995,9,green,T4,T4-168,01-Piling,5.620805832,35.52733953,
2996,10,green,T4,T4-168,01-Piling,5.620803532,35.52741253,
2997,11,green,T4,T4-168,01-Piling,5.620801332,35.52748823,
2998,12,green,T4,T4-168,01-Piling,5.620799032,35.52756113,
2999,13,green,T4,T4-168,01-Piling,5.620797132,35.52762463,
3000,14,green,T4,T4-168,01-Piling,5.620794932,35.52769763,
3001,15,green,T4,T4-168,01-Piling,5.620792632,35.52777333,
3002,16,green,T4,T4-168,01-Piling,5.620790432,35.52784623,
3003,17,green,T4,T4-168,01-Piling,5.620788532,35.52790973,
3004,18,green,T4,T4-168,01-Piling,5.620786332,35.52798273,
3005,21,green,T4,T4-169,01-Piling,5.620779932,35.52819483,
3006,22,green,T4,T4-169,01-Piling,5.620777632,35.52826783,
3007,23,green,T4,T4-169,01-Piling,5.620775332,35.52834353,
3008,24,green,T4,T4-169,01-Piling,5.620773132,35.52841643,
3009,25,green,T4,T4-169,01-Piling,5.620771232,35.52848003,
3010,26,green,T4,T4-169,01-Piling,5.620769032,35.52855293,
3011,27,green,T4,T4-169,01-Piling,5.620766732,35.52862863,
3012,28,green,T4,T4-169,01-Piling,5.620764532,35.52870163,
3013,29,green,T4,T4-169,01-Piling,5.620762632,35.52876493,
3014,30,green,T4,T4-169,01-Piling,5.620760432,35.52883793,
3015,31,green,T4,T4-169,01-Piling,5.620758132,35.52891363,
3016,32,green,T4,T4-169,01-Piling,5.620755932,35.52898663,
3017,33,green,T4,T4-169,01-Piling,5.620753932,35.52905013,
3018,34,green,T4,T4-169,01-Piling,5.620751732,35.52912303,
3019,35,green,T4,T4-169,01-Piling,5.620749432,35.52919873,
3020,36,green,T4,T4-169,01-Piling,5.620747232,35.52927173,
3021,37,green,T4,T4-169,01-Piling,5.620745332,35.52933523,
3022,38,green,T4,T4-169,01-Piling,5.620743132,35.52940813,
3023,1,green,T4,T4-170,01-Piling,5.620984632,35.52677273,
3024,2,green,T4,T4-170,01-Piling,5.620982432,35.52684563,
3025,3,green,T4,T4-170,01-Piling,5.620980132,35.52692133,
3026,4,green,T4,T4-170,01-Piling,5.620977932,35.52699433,
3027,5,green,T4,T4-170,01-Piling,5.620976032,35.52705783,
3028,6,green,T4,T4-170,01-Piling,5.620973832,35.52713073,
3029,7,green,T4,T4-170,01-Piling,5.620971532,35.52720643,
3030,8,green,T4,T4-170,01-Piling,5.620969332,35.52727943,
3031,9,green,T4,T4-170,01-Piling,5.620967332,35.52734293,
3032,10,green,T4,T4-170,01-Piling,5.620965132,35.52741583,
3033,11,green,T4,T4-170,01-Piling,5.620962832,35.52749153,
3034,12,green,T4,T4-170,01-Piling,5.620960632,35.52756453,
3035,13,green,T4,T4-170,01-Piling,5.620958732,35.52762793,
3036,14,green,T4,T4-170,01-Piling,5.620956532,35.52770093,
3037,15,green,T4,T4-170,01-Piling,5.620954232,35.52777663,
3038,16,green,T4,T4-170,01-Piling,5.620952032,35.52784963,
3039,17,green,T4,T4-170,01-Piling,5.620950132,35.52791303,
3040,18,green,T4,T4-170,01-Piling,5.620947932,35.52798603,
3041,21,green,T4,T4-171,01-Piling,5.620941432,35.52819823,
3042,22,green,T4,T4-171,01-Piling,5.620939232,35.52827113,
3043,23,green,T4,T4-171,01-Piling,5.620936932,35.52834683,
3044,24,green,T4,T4-171,01-Piling,5.620934732,35.52841983,
3045,25,green,T4,T4-171,01-Piling,5.620932832,35.52848333,
3046,26,green,T4,T4-171,01-Piling,5.620930632,35.52855633,
3047,27,green,T4,T4-171,01-Piling,5.620928332,35.52863193,
3048,28,green,T4,T4-171,01-Piling,5.620926132,35.52870493,
3049,29,green,T4,T4-171,01-Piling,5.620924232,35.52876833,
3050,30,green,T4,T4-171,01-Piling,5.620922032,35.52884133,
3051,31,green,T4,T4-171,01-Piling,5.620919732,35.52891693,
3052,32,green,T4,T4-171,01-Piling,5.620917532,35.52898993,
3053,33,green,T4,T4-171,01-Piling,5.620915532,35.52905343,
3054,34,green,T4,T4-171,01-Piling,5.620913332,35.52912643,
3055,35,green,T4,T4-171,01-Piling,5.620911032,35.52920213,
3056,36,green,T4,T4-171,01-Piling,5.620908832,35.52927503,
3057,37,green,T4,T4-171,01-Piling,5.620906932,35.52933853,
3058,38,green,T4,T4-171,01-Piling,5.620904732,35.52941153,
3059,1,green,T4,T4-172,01-Piling,5.621146232,35.52677603,
3060,2,green,T4,T4-172,01-Piling,5.621144032,35.52684903,
3061,3,green,T4,T4-172,01-Piling,5.621141732,35.52692463,
3062,4,green,T4,T4-172,01-Piling,5.621139532,35.52699763,
3063,5,green,T4,T4-172,01-Piling,5.621137632,35.52706113,
3064,6,green,T4,T4-172,01-Piling,5.621135432,35.52713413,
3065,7,green,T4,T4-172,01-Piling,5.621133132,35.52720973,
3066,8,green,T4,T4-172,01-Piling,5.621130932,35.52728273,
3067,9,green,T4,T4-172,01-Piling,5.621128932,35.52734623,
3068,10,green,T4,T4-172,01-Piling,5.621126732,35.52741923,
3069,11,green,T4,T4-172,01-Piling,5.621124432,35.52749483,
3070,12,green,T4,T4-172,01-Piling,5.621122232,35.52756783,
3071,13,green,T4,T4-172,01-Piling,5.621120332,35.52763133,
3072,14,green,T4,T4-172,01-Piling,5.621118132,35.52770433,
3073,15,green,T4,T4-172,01-Piling,5.621115832,35.52777993,
3074,16,green,T4,T4-172,01-Piling,5.621113632,35.52785293,
3075,17,green,T4,T4-172,01-Piling,5.621111732,35.52791643,
3076,18,green,T4,T4-172,01-Piling,5.621109432,35.52798943,
3077,21,green,T4,T4-173,01-Piling,5.621103032,35.52820153,
3078,22,green,T4,T4-173,01-Piling,5.621100832,35.52827453,
3079,23,green,T4,T4-173,01-Piling,5.621098532,35.52835013,
3080,24,green,T4,T4-173,01-Piling,5.621096332,35.52842313,
3081,25,green,T4,T4-173,01-Piling,5.621094432,35.52848663,
3082,26,green,T4,T4-173,01-Piling,5.621092232,35.52855963,
3083,27,green,T4,T4-173,01-Piling,5.621089932,35.52863533,
3084,28,green,T4,T4-173,01-Piling,5.621087732,35.52870823,
3085,29,green,T4,T4-173,01-Piling,5.621085832,35.52877163,
3086,30,green,T4,T4-173,01-Piling,5.621083532,35.52884463,
3087,31,green,T4,T4-173,01-Piling,5.621081332,35.52892033,
3088,32,green,T4,T4-173,01-Piling,5.621079032,35.52899333,
3089,33,green,T4,T4-173,01-Piling,5.621077132,35.52905673,
3090,34,green,T4,T4-173,01-Piling,5.621074932,35.52912973,
3091,35,green,T4,T4-173,01-Piling,5.621072632,35.52920543,
3092,36,green,T4,T4-173,01-Piling,5.621070432,35.52927843,
3093,37,green,T4,T4-173,01-Piling,5.621068532,35.52934183,
3094,38,green,T4,T4-173,01-Piling,5.621066332,35.52941483,
3095,1,green,T4,T4-174,01-Piling,5.621307832,35.52677933,
3096,2,green,T4,T4-174,01-Piling,5.621305632,35.52685233,
3097,3,green,T4,T4-174,01-Piling,5.621303332,35.52692803,
3098,4,green,T4,T4-174,01-Piling,5.621301132,35.52700093,
3099,5,green,T4,T4-174,01-Piling,5.621299232,35.52706443,
3100,6,green,T4,T4-174,01-Piling,5.621296932,35.52713743,
3101,7,green,T4,T4-174,01-Piling,5.621294732,35.52721313,
3102,8,green,T4,T4-174,01-Piling,5.621292432,35.52728613,
3103,9,green,T4,T4-174,01-Piling,5.621290532,35.52734953,
3104,10,green,T4,T4-174,01-Piling,5.621288332,35.52742253,
3105,11,green,T4,T4-174,01-Piling,5.621286032,35.52749823,
3106,12,green,T4,T4-174,01-Piling,5.621283832,35.52757123,
3107,13,green,T4,T4-174,01-Piling,5.621281932,35.52763463,
3108,14,green,T4,T4-174,01-Piling,5.621279732,35.52770763,
3109,15,green,T4,T4-174,01-Piling,5.621277432,35.52778333,
3110,16,green,T4,T4-174,01-Piling,5.621275232,35.52785623,
3111,17,green,T4,T4-174,01-Piling,5.621273232,35.52791973,
3112,18,green,T4,T4-174,01-Piling,5.621271032,35.52799273,
3113,21,green,T4,T4-175,01-Piling,5.621264632,35.52820483,
3114,22,green,T4,T4-175,01-Piling,5.621262432,35.52827783,
3115,23,green,T4,T4-175,01-Piling,5.621260132,35.52835353,
3116,24,green,T4,T4-175,01-Piling,5.621257932,35.52842643,
3117,25,green,T4,T4-175,01-Piling,5.621256032,35.52848993,
3118,26,green,T4,T4-175,01-Piling,5.621253832,35.52856293,
3119,27,green,T4,T4-175,01-Piling,5.621251532,35.52863863,
3120,28,green,T4,T4-175,01-Piling,5.621249332,35.52871153,
3121,29,green,T4,T4-175,01-Piling,5.621247332,35.52877503,
3122,30,green,T4,T4-175,01-Piling,5.621245132,35.52884803,
3123,31,green,T4,T4-175,01-Piling,5.621242832,35.52892363,
3124,32,green,T4,T4-175,01-Piling,5.621240632,35.52899663,
3125,33,green,T4,T4-175,01-Piling,5.621238732,35.52906013,
3126,34,green,T4,T4-175,01-Piling,5.621236532,35.52913303,
3127,35,green,T4,T4-175,01-Piling,5.621234232,35.52920873,
3128,36,green,T4,T4-175,01-Piling,5.621232032,35.52928173,
3129,37,green,T4,T4-175,01-Piling,5.621230132,35.52934523,
3130,38,green,T4,T4-175,01-Piling,5.621227932,35.52941813,
3131,1,green,T4,T4-176,01-Piling,5.621469432,35.52678273,
3132,2,green,T4,T4-176,01-Piling,5.621467232,35.52685563,
3133,3,green,T4,T4-176,01-Piling,5.621464932,35.52693133,
3134,4,green,T4,T4-176,01-Piling,5.621462732,35.52700433,
3135,5,green,T4,T4-176,01-Piling,5.621460732,35.52706783,
3136,6,green,T4,T4-176,01-Piling,5.621458532,35.52714073,
3137,7,green,T4,T4-176,01-Piling,5.621456232,35.52721643,
3138,8,green,T4,T4-176,01-Piling,5.621454032,35.52728943,
3139,9,green,T4,T4-176,01-Piling,5.621452132,35.52735293,
3140,10,green,T4,T4-176,01-Piling,5.621449932,35.52742583,
3141,11,green,T4,T4-176,01-Piling,5.621447632,35.52750153,
3142,12,green,T4,T4-176,01-Piling,5.621445432,35.52757453,
3143,13,green,T4,T4-176,01-Piling,5.621443532,35.52763803,
3144,14,green,T4,T4-176,01-Piling,5.621441332,35.52771093,
3145,15,green,T4,T4-176,01-Piling,5.621439032,35.52778663,
3146,16,green,T4,T4-176,01-Piling,5.621436832,35.52785963,
3147,17,green,T4,T4-176,01-Piling,5.621434832,35.52792303,
3148,18,green,T4,T4-176,01-Piling,5.621432632,35.52799603,
3149,21,green,T4,T4-177,01-Piling,5.621426232,35.52820813,
3150,22,green,T4,T4-177,01-Piling,5.621424032,35.52828113,
3151,23,green,T4,T4-177,01-Piling,5.621421732,35.52835683,
3152,24,green,T4,T4-177,01-Piling,5.621419532,35.52842983,
3153,25,green,T4,T4-177,01-Piling,5.621417632,35.52849323,
3154,26,green,T4,T4-177,01-Piling,5.621415332,35.52856623,
3155,27,green,T4,T4-177,01-Piling,5.621413132,35.52864193,
3156,28,green,T4,T4-177,01-Piling,5.621410832,35.52871493,
3157,29,green,T4,T4-177,01-Piling,5.621408932,35.52877833,
3158,30,green,T4,T4-177,01-Piling,5.621406732,35.52885133,
3159,31,green,T4,T4-177,01-Piling,5.621404432,35.52892703,
3160,32,green,T4,T4-177,01-Piling,5.621402232,35.52899993,
3161,33,green,T4,T4-177,01-Piling,5.621400332,35.52906343,
3162,34,green,T4,T4-177,01-Piling,5.621398132,35.52913643,
3163,35,green,T4,T4-177,01-Piling,5.621395832,35.52921203,
3164,36,green,T4,T4-177,01-Piling,5.621393632,35.52928503,
3165,37,green,T4,T4-177,01-Piling,5.621391732,35.52934853,
3166,38,green,T4,T4-177,01-Piling,5.621389432,35.52942153,
3193,1,green,T4,T4-180,01-Piling,5.621749432,35.52821483,
